1;2;3;4;5;6;7;8;9;10;11;12;13;14
4,173149738580520;-6,894065437829700;3,842362194666130;0,352406034759541;-0,001261031513892;0,449499323081816;0,765859417113587;0,553227652175728;0,269882571259986;0,120096635393664;0,130490520140731;0,114815927717803;0,161173236743172;0,038694251618004
3,430758648150060;-6,938837809684390;4,009389072454100;0,423907992685509;0,194176017923586;1,003504240235910;1,108684909442530;0,503771137734943;0,191998343896262;0,129028717292829;0,052839286103919;0,064066656641678;0,186771906406300;0,101338038598164
3,314514798176740;-6,604918218512480;3,725194007562720;0,670685778314993;0,132327224414238;0,798644344480289;1,130525584288580;0,687208152522939;0,200977906682229;-0,006327092369172;0,038305645223143;0,106197533679592;0,120004411073562;-0,059924658464879
3,314002959430060;-7,512460582126800;4,016894414403220;0,670330989700344;0,218975337050885;0,733960043180632;1,106066319530090;0,663272862317229;0,184896822956300;-0,027996946328316;0,032513007762465;0,201447128653930;0,267301834080482;0,126955348651442
3,618210250063060;-7,545817017323060;4,217838766857270;0,727543744160260;0,017232601222184;0,724522478487387;1,111508137151380;0,589202855712807;0,116951976516543;-0,059907780328817;-0,026293907016852;0,093772261783225;0,193107881236040;0,092968585724379
3,990255060731790;-6,924051765907910;4,167247118555580;0,837598733942190;0,210493654187165;0,753716599114513;1,050181561627850;0,595478264820570;0,114321489115296;-0,040707201364038;0,032060111839667;0,154967611123622;0,226725559543856;0,097810852961878
3,753264126710540;-8,050364127931600;3,812183980284820;0,796434363206161;0,250377010183461;0,850657921392554;1,126923279202550;0,661240889924235;0,094009322843613;-0,095892084165369;-0,063464324078207;0,081187092790564;0,204508834882910;0,052788383771429
4,161747561659030;-6,189119600044650;4,355665105598490;1,084592148390470;0,190282655345152;0,622120182491559;0,890895741630941;0,453660836183307;0,084202556616085;-0,015502304886181;0,038896315072539;0,120781771574474;0,169862062000243;0,075002493067007
3,310395660794400;-7,336260648075750;3,557783362922740;0,781779420893086;0,320189299749200;0,653245601482677;0,969052855484055;0,687829161592089;0,233316107360548;-0,035339690556924;0,000792244139534;0,075773696244039;0,118721004658294;0,029631428949703
3,527375610757190;-6,894887844169770;3,625367239151200;0,863600262229984;0,462909619854928;0,724775324624929;0,919004222191925;0,575257272139019;0,118303143496477;-0,092568954403102;-0,017512601626928;0,111285864119553;0,166666503503056;0,038672659057112
